TICKER,ISIN,INDUSTRY,TR_ANALYTICCO2,TR_ANALYTICTOTALWASTE,TR_ENVPRODUCTS,TR_ANALYTICENVRND,TR_ANALYTICWATERUSE,TR_ANALYTICENERGYUSE,TR_POLICYHUMANRIGHTS,TR_POLICYRESPONSIBLEMARKETING,TR_PRODUCTQUALITYMONITORING,TR_POLICYDATAPRIVACY,TR_WOMENEMPLOYEES,TR_AVGTRAININGHOURS,TR_TRADEUNIONREP,TR_ANALYTICLOSTDAYS
HOI,IMHK62JKPVP0,Metals and mining,0.73,0.99,,0.13,0.87,0.53,,,,,,,0.86,0.52
HOL,FPYEW4BFDXS1,Oil and gas,0.92,0.83,0.71,,,,0.73,0.15,,0.27,,0.68,,0.69
HOLX,VJKUOZZDIM86,Investment banking and investment services,0.90,0.97,,,0.33,0.50,0.20,0.60,,0.50,0.16,,0.04,0.35
HOMQ,RWT6CZ6AT6N4,Construction and engineering,,0.24,0.28,,0.05,,,0.24,,,,,0.55,
HON,TMO4TM5L06D7,"Machinery, tools, heavy vehicles, trains and ships",0.95,,,,0.96,,0.50,0.70,,0.37,0.04,0.11,0.37,0.90
HOQV,LPK7AJPDDZD1,Professional and commercial services,,,0.62,,0.16,0.50,0.73,0.86,0.14,,0.59,,,
HORX,ZD34AJUNC4P7,Industrial conglomerates,0.17,,0.88,0.95,,,0.18,0.37,0.13,0.13,0.16,0.21,,0.12
HOT,RTHN4HG50VP1,Leisure products,,0.20,,,0.33,0.14,0.39,0.58,0.15,,,0.58,,0.57
HOV,JG8CF7X243Z4,Software and IT services,,,0.75,0.17,,,,,,0.38,0.25,0.33,0.44,
HOW,CKO8ABOJMAT2,Telecommunications services,,,0.59,0.25,,0.30,,,0.59,,0.71,0.79,0.79,0.99
HOWG,YCZPE84KPYV4,Automobiles and auto parts,0.57,0.42,0.51,0.66,,,,0.10,0.56,0.27,0.96,0.02,0.54,0.38
HOZF,LANMUV0PFQP3,"Computers, phones and household electronics ",,0.12,,,0.42,,0.51,0.15,0.85,0.37,0.10,0.79,0.61,0.84
HPC,RFRCZ27PYIV6,Electronic equipment and parts,0.70,0.39,,0.59,0.45,,0.27,,0.59,0.50,0.39,,0.61,0.09
HPF,UXFKNVU0HDP0,Oil and gas,,0.40,,0.90,0.81,0.12,0.18,0.56,0.06,,,1.00,0.88,0.15
HPI,JHAJSPR8KFN4,Diversified industries,0.80,,,,,0.72,,0.48,,0.92,0.95,0.74,,0.15
HPKU,LP2X7UBMVQR2,Containers and packaging,,,0.59,,0.76,,,,0.51,0.22,,0.25,0.87,0.20
HPN,NX04TRYR4NZ3,Electric utilities and IPPs,,0.70,,,0.62,0.13,,,0.92,0.94,,0.99,0.57,
HPOF,CAX1I5U1DO48,Electronic equipment and parts,,0.83,0.83,0.50,,0.17,,0.13,,0.50,0.94,0.59,0.22,0.53
HPP,LFKDEEIHJA98,Professional and commercial services,,,0.81,,,,,0.51,0.56,0.25,,0.86,,
HPPD,FET9SEYH6I86,Diversified retail,,0.31,,0.50,0.13,,,0.04,0.45,,,0.75,0.47,
HPR,YPW1TU5X6AE1,Water and related utilities,,,,,0.01,,,,,,,0.98,,0.03
HPRX,WJ51BQ234T91,Coal,,0.27,0.88,0.18,,,0.70,0.99,0.70,0.14,0.97,,,0.86
HPU,VG7S4P0IYSW3,Communications and networking,0.41,0.06,,,,,0.05,0.85,0.81,0.16,,0.20,0.13,0.05
HPUB,LM9LULGDHL37,Telecommunications services,,,0.06,0.06,,0.97,0.93,,,0.79,0.04,,0.21,0.13
HPY,NSL96C31ZXE8,Food and drug retailing,,,,,,0.95,,0.07,0.98,,,,0.44,
HPYF,ITW1VTYY7712,Renewable energy,,0.04,0.75,0.54,0.78,0.54,0.98,0.39,,0.19,0.08,,0.05,0.71
HPYP,EECOANLOAOD9,Uranium,,,,0.31,0.20,,0.47,,,0.58,0.36,,0.15,0.79
HQA,WWCXK39NBX12,Insurance,0.15,,,0.81,,0.63,,0.61,,0.45,,0.44,,
HQBP,TCBAT4PQFBY4,Healthcare providers and services,,0.24,0.85,,,0.25,0.73,,0.11,0.31,,,,0.58
HQC,MS6I096AFPE0,Hotels and entertainment services,,0.77,0.40,,,,0.66,,0.64,0.13,0.72,,,
HQD,BKZR6YCA7CM2,Media and publishing,,,0.61,0.85,0.34,0.70,0.19,,0.20,0.87,,,,
HQDC,GTBWQGP8Y8A7,Healthcare equipment and supplies,,,0.24,0.19,,,0.51,,0.88,0.18,0.91,0.87,0.15,
HQDZ,XUAEFPK93C35,Transport infrastructure,0.14,0.12,0.36,,0.94,0.28,0.30,0.02,,,,,,
HQE,WH366P4HQ8W0,Textiles and apparel,,0.68,,0.26,0.41,0.70,0.42,0.78,0.06,,,0.79,,
HQEI,ZJB1MPNH0KZ4,Coal,0.26,,0.95,0.21,,,0.58,,0.59,0.83,,,,
HQF,WZWRURQ52M48,Metals and mining,0.39,0.28,0.16,,0.99,,,0.22,,,0.62,0.40,,0.46
HQFI,RYK85XJRIRD8,Communications and networking,0.64,0.19,0.58,,,,,0.54,,0.52,0.30,,0.33,
HQG,KSVYJ2YU4RJ6,Specialty retailers,0.23,0.83,0.20,,0.84,0.43,0.54,,,0.79,0.28,0.81,0.28,0.37
HQG,CSREHQMUJKC0,Office equipment,0.32,,0.03,,,0.58,0.51,0.26,0.81,0.07,0.08,0.50,0.07,0.49
HQG,JPT7VZQR74X1,Construction and engineering,0.76,,0.58,0.08,0.42,0.28,0.53,0.05,,0.96,,0.71,0.69,
HQGN,GVO8TRKQDVY2,Homebuilding and construction supplies,0.55,,,0.20,,0.26,0.78,,,0.72,0.78,,,
HQM,NN25R83BGFB2,Freight and logistics services,,,0.56,0.97,0.45,,0.39,0.26,,0.45,,0.35,,
HQOV,CHMKVZTCVES7,Construction materials,,0.15,,,0.14,0.40,,0.17,,,0.06,0.12,,0.72
HQQH,DHWNROGMIN36,Office equipment,,,0.81,0.37,0.96,0.10,0.82,0.26,,,,0.93,,
HQS,SUSLKAMUYGG2,Personal and household,0.51,,,0.10,0.28,,,0.27,,,,,,0.81
HQSW,KBIOLVNIM3D5,Renewable energy,,,0.61,0.22,,0.43,0.07,0.10,0.71,0.29,0.78,0.96,,
HQV,KHRCTG4XFJ55,Beverages,0.24,0.74,0.20,,0.43,,0.85,,,,,,0.18,0.93
HRA,CR5TX0FR2R34,Chemicals,,0.86,,,0.07,0.87,,0.20,,0.83,0.81,,,0.00
HRBA,VBDHL5S80PR1,Specialty retailers,0.45,,,,,,,,,,,0.60,,0.87
HRE,IDULO8SDKAD4,Food and tobacco,,0.62,,,0.61,0.32,0.93,,0.34,0.82,0.87,0.32,,
HRF,XJFVSOVMV408,Passenger transportation services,0.65,0.14,,,,0.31,0.02,0.25,0.65,0.06,,0.99,0.40,
HRG,JWIY842EE5O8,Insurance,,0.27,0.99,,0.70,0.26,,0.09,,0.51,0.93,,0.58,0.60
HRG,XHFQDXRLV0B1,Collective investments,,0.27,,0.81,,0.22,,,0.74,,0.75,0.36,,0.82
HRIF,SO1G0H47BXY2,Communications and networking,,0.38,,,,0.42,0.93,,0.44,0.23,0.74,,,
HRK,UHL3UTF6SK15,Natural gas utilities,0.48,0.03,,,,,0.87,,0.02,0.16,0.22,0.23,0.01,0.77
HRL,AIGLN0Y2O5M8,Paper and forest products,0.80,,0.64,,,,0.28,0.27,0.89,0.01,,,,0.49
HRMJ,YUHW1IGZKUP3,Telecommunications services,0.01,0.22,0.99,,,0.63,0.75,,0.46,0.54,0.21,0.63,0.46,0.38
HRMW,PQS4QLXEH5S1,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.25,,,,0.03,,0.17,0.40,,0.97
HRNC,JAPZ50HYWH50,Food and tobacco,,,0.87,0.42,0.54,0.36,,0.40,,0.67,,0.12,,0.37
HRO,SC5C1MR1V6C2,Pharmaceuticals,0.18,0.75,0.41,0.27,,0.90,0.29,0.91,0.17,,0.67,,,
HRQC,HK9L6EKI8SV1,Software and IT services,0.87,0.95,0.95,,,0.10,0.77,0.04,0.19,0.82,,,0.36,
HRS,MSV1W0GQXZN2,Aerospace and defense,0.63,,,0.85,0.52,0.09,0.30,0.18,0.54,0.42,,,0.20,0.49
HRVV,UF8L5YSVXPM9,Multiline utilities,,,,0.52,,0.74,,,0.13,0.89,0.25,0.32,0.83,0.55
HRY,QK1OZNCENBJ1,Telecommunications services,,0.49,,,,0.97,0.21,0.43,,0.90,0.72,0.90,0.91,0.89
HSA,UBBS3APP7G91,Food and drug retailing,0.32,0.29,0.02,0.00,,0.57,0.09,,,,0.27,,0.68,
HSAI,IW268VJM0YX0,Coal,0.03,,,0.95,0.64,0.32,0.56,0.09,0.82,,,0.63,0.28,0.81
HSBO,DA6EFJA7QVC3,Communications and networking,,,0.41,0.54,,0.30,,,,0.75,0.84,,0.76,0.64
HSC,SIA9R8XZDVH3,Food and drug retailing,,0.12,0.57,0.17,0.59,0.76,0.62,,,,0.39,,0.58,
HSD,BFQN3NRBKZK7,Real estate operations,,,,,0.52,0.33,,,,,0.50,0.94,0.47,0.42
HSD,OMERI2P830K5,Insurance,0.03,0.51,0.88,0.34,0.80,,0.82,,0.37,0.34,,0.91,,0.67
HSE,SCJ2E9QQV1I4,"Machinery, tools, heavy vehicles, trains and ships",,0.58,,,0.01,0.27,,,0.63,,,,,
HSF,CFDMMIUM8U15,Semiconductors,0.19,0.99,,,,0.28,,,,,0.80,0.45,0.45,0.29
HSFL,HNAKVAMEV0Z8,Personal and household,,0.49,,,0.27,,0.37,0.01,,0.14,0.21,0.02,0.51,0.38
HSGB,UQDEPGKK8JG0,Homebuilding and construction supplies,0.61,0.67,,0.37,0.34,,0.05,0.95,0.95,0.89,0.49,0.26,,
HSJ,NV2ITYU8J261,Chemicals,0.97,,,,0.66,,0.06,0.69,0.16,,,0.48,,
HSJN,WLX1BK0B6ES5,Coal,,,,0.89,0.51,,0.36,0.65,0.70,0.94,0.04,0.99,,0.84
HSKB,KA1031KJQNX2,Uranium,,0.88,,0.29,,0.04,0.65,0.17,0.73,0.30,,0.06,0.71,
HSLE,VYFJ3Z1IQHK0,Real estate operations,0.18,0.50,0.88,0.70,,0.68,0.29,0.76,0.86,,0.25,,0.53,
HSOD,GPNL3AQXWC33,Pharmaceuticals,0.83,,0.50,0.78,0.49,0.91,0.15,,,0.03,0.95,,0.57,0.44
HSP,DVH50P2QNPQ2,Hotels and entertainment services,0.19,,,,0.86,,0.60,0.51,,,,0.90,0.25,
HSTA,AORWYRBPV4X8,Homebuilding and construction supplies,0.45,0.65,,0.61,0.69,0.97,0.70,0.21,,,0.36,0.59,0.86,0.36
HSVH,IMXRM7R3GWC3,Beverages,,0.53,,0.95,0.61,0.58,0.93,,,0.81,,,0.79,0.52
HSWX,UN626HUTYGY0,Household goods,,,,,0.99,0.00,0.84,0.76,0.45,,,,,0.65
HSX,KN02W4O06MA8,Freight and logistics services,,,,0.15,,0.23,0.37,,0.17,0.96,0.99,,,0.47
HSY,AKR6JG02G6X1,Beverages,0.25,0.59,,0.89,,,0.84,0.19,,0.86,,0.68,0.84,
HSZC,TCXCDNGZTSZ7,"Machinery, tools, heavy vehicles, trains and ships",0.43,0.44,0.30,,0.33,,,0.74,,0.47,0.66,,,0.30
HTA,IEP2A2YYK6I0,Banking services,,,0.87,,,0.20,,,,0.09,,,0.43,0.06
HTFP,HU9JAJV60SC0,Industrial conglomerates,0.06,,,,,0.91,0.04,,0.73,,0.47,,0.21,
HTGC,QMLS559I5Y42,Professional and commercial services,0.34,0.94,0.30,,0.52,0.97,0.25,0.37,,0.89,0.98,0.53,,0.58
HTGU,PEB58IG5TCH3,Personal and household,0.36,0.38,0.04,,,0.62,,0.30,0.05,0.44,0.50,0.87,0.18,
HTHI,TRFQR56IGI83,Insurance,0.20,0.67,0.23,0.63,0.64,0.03,0.31,,,,0.91,,,0.49
HTI,WHSZY1UDJ091,Personal and household,0.16,,0.48,0.02,0.14,,,0.09,0.86,0.07,,,0.10,
HTID,TIJW2F9PYYZ1,Investment banking and investment services,0.13,,0.95,0.60,0.85,,0.81,,0.66,0.30,,0.18,0.74,0.33
HTJO,YUX39RMHDJ59,Beverages,,,,,,,0.83,0.57,,,0.09,0.58,0.96,0.98
HTL,UQKF85YQTWD9,Diversified industries,0.22,,,,0.11,,0.50,,,0.39,0.79,,,
HTMU,NC2LC7W0CF74,Automobiles and auto parts,0.17,0.01,0.25,,,0.08,0.31,,0.00,,0.27,0.96,0.09,
HTO,KUBAQ50WSCB2,Personal and household,0.34,,0.33,0.74,,0.54,,0.61,,,,0.72,0.23,0.28
HTOW,QBQND87K5K99,Banking services,,0.20,0.20,0.69,0.51,,0.30,,0.07,0.77,0.73,,,
HTP,MLKQUB8BTX13,Healthcare equipment and supplies,0.59,,0.38,0.93,,,,,,0.06,0.53,,0.79,0.21
HTR,MJP3X476W408,Healthcare providers and services,,,0.41,0.83,0.09,,,0.49,,0.18,0.69,,0.81,
HTTW,WKHTI1AK8PV5,Diversified industries,0.39,,0.75,0.49,,0.95,0.53,,0.00,,,0.11,0.86,0.87
HTV,SEN2JEGY2OX0,Electric utilities and IPPs,,0.83,0.31,0.53,,,0.64,0.11,,,,,,0.59
HTVD,SKXIT15JYUG1,Pharmaceuticals,,0.36,0.69,,,0.89,,0.32,,0.20,,0.93,0.48,0.54
HTVD,UKXH71XC8XQ1,"Computers, phones and household electronics ",,0.19,,0.46,,,,0.61,0.51,,0.27,,0.98,0.71
HTWN,LOIFVX8O6GF8,Oil and gas,0.51,,,0.88,0.61,0.17,0.51,0.65,1.00,,,,0.12,
HTZ,NMTP7ZQ10EJ1,Paper and forest products,,,0.75,,0.03,0.20,,0.04,0.25,,0.29,,,
HUA,BGY7CAAVULU6,Media and publishing,0.60,,,,,0.68,,0.22,0.12,0.12,,0.61,0.48,0.31
HUBY,ZF4PO8UH54C8,Communications and networking,0.70,,0.42,0.43,0.78,0.65,,0.87,0.87,0.32,0.98,0.91,0.45,0.00
HUCP,RAFO0PXLIJR4,"Computers, phones and household electronics ",,0.02,,0.52,,,,,,,,0.26,,0.45
HUHK,FQKLNN0Y0CG8,Diversified industries,0.87,0.48,,0.99,0.01,,,0.41,,0.94,0.57,,0.01,0.31
HUJ,ERXD7ITJPUG7,Automobiles and auto parts,,,,0.58,0.67,0.29,,,,,,0.94,0.02,
HUMB,LGR6O4CGWS90,Water and related utilities,0.99,0.52,0.60,0.98,,0.87,0.04,,,0.68,,,0.13,0.32
HUP,TKT4NZPTSJU4,Coal,,0.98,0.15,,,0.91,,0.42,,,,0.57,,0.44
HUQH,FNXSVIN0XR18,Healthcare providers and services,,0.96,0.52,0.83,,0.29,0.56,,,,0.33,0.08,0.93,0.82
HUU,BIU9W615MPO6,Oil and gas,0.88,,0.90,0.52,,0.91,,,,,,0.07,0.67,
HUU,TL41LQN5USL5,Hotels and entertainment services,0.50,,0.07,,0.49,,0.81,0.87,0.47,0.03,0.16,0.70,,
HUUN,KIEZBTYY7HN3,Oil and gas,0.87,,0.26,0.05,,,0.47,,0.43,0.10,,0.18,,
HUVQ,PR5VCKKBL6V0,Leisure products,,,0.05,0.23,0.20,0.33,0.20,,,0.00,0.44,,,
HUW,PCLPOAHJNIG6,Renewable energy,0.13,,0.65,0.70,0.20,0.93,0.70,,0.43,0.54,0.72,0.91,,
HUW,EYZH1ACSUPI7,Construction materials,,0.81,0.08,0.57,,1.00,0.44,0.76,,,0.86,,,0.05
HUYI,LSVJSM1CASN9,Pharmaceuticals,,0.82,0.03,0.31,,,0.91,0.37,0.66,0.69,0.79,,0.13,0.77
HUYL,IN79OFCOIG71,Electronic equipment and parts,,0.36,,,,,,,0.45,,0.27,0.64,,
HUYP,OU32T4DQBDC6,Collective investments,,0.72,0.33,0.68,0.18,,0.00,,0.07,,0.03,0.41,,
HUYY,VL2XOKZSP4N1,Chemicals,,0.94,,0.55,,0.84,0.76,0.43,,0.91,,0.55,,
HUZ,VZ7NYAHP2DN3,Oil and gas,,,0.57,0.95,0.42,0.28,0.53,,0.48,0.73,,0.95,0.25,
HVA,JFTC0I2QON54,Biotechnology and medical research,,0.41,0.33,0.27,0.88,0.70,0.97,0.46,,0.11,,0.08,,0.18
HVB,GLCURMNFBN68,Natural gas utilities,,,,,,0.24,,0.72,0.49,,,0.90,,0.65
HVD,AK4VR7Y9X364,Biotechnology and medical research,0.90,0.12,0.43,0.07,,,,,0.69,,0.43,0.34,0.66,
HVEL,HO5LNM8PP2M1,Healthcare equipment and supplies,,0.38,,0.31,0.26,,,,0.93,0.89,0.05,0.09,0.10,0.08
HVF,LWMFQX2LQSS3,"Machinery, tools, heavy vehicles, trains and ships",0.37,,0.65,,,0.92,,0.90,,,0.84,0.71,0.28,
HVF,ZT02HV6VMEB0,Electric utilities and IPPs,0.62,0.11,,0.08,0.53,,,,,0.40,,,0.22,0.80
HVG,EJHU748KVXV3,Personal and household,,0.27,,,0.55,,,,,0.03,0.72,0.67,,0.56
HVGG,QGY0AEB68KB9,Construction materials,,0.10,,0.45,,0.86,,0.55,0.37,,,,0.53,0.28
HVH,YJJSZPBGHFP2,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.00,0.26,0.48,,,0.40,,0.36,0.82,
HVHF,MQEJXKZX8IR0,Investment holding companies,,0.54,,,0.74,,,0.89,0.68,0.05,0.62,0.11,0.60,0.10
HVIV,UZ6IL5L9LWT4,Investment banking and investment services,,,0.08,,0.91,,0.05,0.13,,0.73,0.18,0.83,0.01,0.95
HVJ,KBKSRSAYIM80,Freight and logistics services,0.42,,0.57,0.01,0.46,0.20,,0.16,0.25,,0.16,,0.57,0.36
HVJI,KZHQFJ0V01N2,Telecommunications services,,0.96,0.57,0.77,,0.01,0.52,0.76,,,0.51,0.93,,0.94
HVQ,IN9TUP6R4HG1,Personal and household,0.48,0.05,,,0.44,,,,,0.82,0.50,0.16,0.23,
HVR,UNJD87V37KE2,Communications and networking,,0.66,,,0.04,0.86,0.46,0.67,,0.36,0.69,,0.91,0.50
HVS,SQQ020QGSSC7,Real estate operations,,,,,,,0.96,0.32,0.97,,,,0.25,
HVT,RI0QUPQEQD60,Semiconductors,,,0.46,0.13,0.07,0.22,,0.97,,0.56,0.40,0.10,,0.43
HVTG,TC9DEC4744Z1,Insurance,0.41,0.39,0.08,,0.78,0.17,,0.12,0.47,,,,0.75,0.71
HVU,OJ75XBATXU45,Household goods,0.90,,,0.07,0.31,,0.18,0.50,0.64,,,,0.89,
HVUE,NLR1NGQBUZG1,Communications and networking,,,,,,0.07,,0.04,0.71,0.34,,0.70,,
HVUQ,HQPNCH1A7RZ2,Insurance,0.53,,,,0.58,0.29,,,,,,,0.68,0.31
HVW,NJ7JDPRLWOG2,Pharmaceuticals,0.32,0.55,,0.01,0.59,,,0.58,,0.03,,0.33,0.20,
HVWL,JIRNH08D41Y6,Telecommunications services,,0.50,,,0.33,0.24,,0.23,0.77,,,0.34,,0.00
HVWO,DLCQO0IEB9A5,Electronic equipment and parts,,,0.61,,,0.44,,0.06,,0.85,0.99,0.82,,0.31
HVZB,LFWPXP90YUG1,Beverages,0.85,0.92,0.29,0.96,0.35,,0.13,,,0.07,0.49,,0.70,0.81
HWA,LS7PAZLJPGC2,Investment holding companies,,0.87,0.68,,0.35,0.66,0.65,,0.61,0.59,0.47,,,0.25
HWAS,FQ3GR22CRM54,Collective investments,0.70,0.86,,0.24,,,0.71,0.02,0.91,0.13,0.35,0.01,0.02,
HWC,ME7NW8D4KGX5,Renewable energy,0.63,0.94,0.39,0.68,0.30,0.31,,,,,,0.42,,
HWCQ,DJPXSSZ4XBJ6,Office equipment,,0.27,0.71,,0.30,0.12,,0.25,,,,,,
HWD,VY182K320FR3,Oil and gas,0.32,,,0.95,,,0.83,0.22,0.32,0.24,0.03,,0.67,
HWE,JME585QWTS97,Biotechnology and medical research,0.14,,,0.93,0.54,,0.09,0.07,0.69,,,0.67,0.95,0.04
HWGA,JLC5HQ104CM0,Hotels and entertainment services,0.51,,,0.72,0.47,0.25,0.77,0.55,0.86,,0.81,0.33,,
HWHT,FLOGXPQS9772,Construction materials,0.56,0.17,0.50,,0.59,,,,0.71,0.76,0.55,0.78,,0.15
HWL,BWZC94EW8JK4,Software and IT services,0.80,,,,,,,0.45,,,,0.56,0.89,0.82
HWLK,XDIFRK8FP4W3,Media and publishing,0.57,,0.97,0.90,0.05,,0.65,,0.45,0.87,,0.81,0.24,0.29
HWOQ,XJO5BPLBWVP0,Beverages,0.38,,0.87,0.14,,,0.54,0.39,,,0.41,0.35,,
HWP,CT3AO45H73Z7,Healthcare providers and services,0.88,,0.62,0.01,0.96,,0.38,,,,,0.12,0.48,
HWPS,DW91X2LH84H0,Diversified retail,,0.96,,0.54,,0.86,0.20,,0.59,0.70,,0.35,,0.39
HWPX,WUGGDAQYNOK3,Food and drug retailing,,,0.64,,,0.28,,,0.76,,,0.79,,0.33
HWQ,PIW3EU0V99I2,Office equipment,0.08,0.42,,0.77,0.79,0.88,,0.07,,,0.01,0.70,,0.51
HWTE,AZ4XJ5LKJOJ8,Paper and forest products,0.67,0.55,0.48,0.95,0.23,0.91,0.71,0.43,,,0.53,0.05,,
HWVB,TQ845PHXDLI1,Healthcare providers and services,0.16,,,0.82,0.07,0.58,0.28,0.86,0.43,0.80,,0.61,0.42,0.46
HWWB,YLGKI0ZQXNN3,Pharmaceuticals,0.41,0.22,0.43,0.86,,0.39,,0.65,0.65,0.45,0.06,,0.84,
HWWT,KY6D8YZZAKA1,Paper and forest products,,0.37,,,0.24,,0.51,,,0.04,,,0.47,0.39
HWYQ,FM7STYRB5GM9,"Computers, phones and household electronics ",0.46,0.48,,,,0.56,,,0.14,0.61,,0.26,0.49,0.46
HWZ,HTGLABDZ26G3,Office equipment,,0.70,,,0.24,,0.18,0.77,,,,0.41,,0.92
HXA,OD58IIQ6SGT7,Communications and networking,0.66,,,0.49,,,,0.98,,0.59,,0.43,0.62,0.54
HXCY,SB5K74HP01C6,Construction and engineering,0.24,,0.38,0.70,,0.90,,0.74,,0.78,0.49,0.46,,0.66
HXD,QSHEK8CR2E58,Electric utilities and IPPs,,,,0.20,,0.07,,,,0.03,,,0.16,
HXF,HNSO5RAGOXT8,Investment holding companies,,,0.16,0.70,0.48,0.03,,0.58,,0.49,0.43,,0.32,
HXF,AZ7IXELREGH4,"Computers, phones and household electronics ",0.56,,0.70,,0.56,0.70,,0.64,0.31,0.34,0.11,,,
HXHW,EYKTOGE1Z9B7,Oil and gas related equipment and services,,0.63,0.07,0.12,,,0.40,,,,0.70,0.95,,0.58
HXKL,BGJ5JAB4EMS7,Office equipment,0.08,,0.69,,0.79,0.78,0.58,0.79,0.46,,,0.24,,0.63
HXKQ,IGX76T35KW85,Healthcare equipment and supplies,0.53,,0.72,0.98,,,0.35,0.42,0.66,0.24,0.82,0.20,,
HXM,GH6LPEJQ6V12,Homebuilding and construction supplies,0.99,0.78,0.22,,,0.99,,,0.41,,,,0.89,
HXMS,AN6AJ82HTZ22,Containers and packaging,0.25,0.25,0.61,,,0.22,0.40,0.51,,,0.84,,0.48,0.28
HXON,ZXKLLVYESCJ5,Telecommunications services,0.94,,0.59,0.65,0.80,,,0.27,0.69,0.50,0.83,0.46,0.87,0.29
HXRH,YQA9W0E25IQ8,Semiconductors,0.53,,0.43,0.77,,0.77,,,,,0.86,0.75,,
HXRN,KKKOZQ2KBK80,Office equipment,0.29,0.86,0.14,0.87,,0.48,0.55,,,,0.62,0.73,,
HXRO,ZXDG840ZL856,Natural gas utilities,0.47,,,0.94,,0.53,,,0.12,,0.94,,0.99,
HXSN,XE0NGZSXI982,Homebuilding and construction supplies,0.23,0.54,,,0.90,,0.72,0.85,0.74,,0.28,0.27,,
HXU,CDBBKSGNDY89,Aerospace and defense,,,,0.60,,,,,,0.47,,0.06,,
HXUC,BB1ALSKD8X74,Biotechnology and medical research,0.52,,,,0.63,0.38,,0.32,,,,,0.50,
HXVQ,TZHZY0WK30I0,Paper and forest products,0.35,0.13,,0.52,0.54,,0.89,,0.49,0.36,0.25,,0.60,
HXX,IS6I0A5XQO43,Investment holding companies,,0.42,,0.44,0.96,,0.41,0.73,0.79,,,0.35,,
HXY,VJ7WA2HL4QD3,Software and IT services,0.81,0.26,,,,,,,,,,,0.14,0.76
HYA,SXV97LURAV11,Real estate operations,,,,0.17,0.19,0.15,0.43,,,0.19,,0.90,0.43,0.75
HYEX,IEBF08LY9Z53,Real estate operations,,0.55,0.66,0.55,,,,,0.44,0.10,,0.09,,0.83
HYGS,PSORS9EFH3Y2,Metals and mining,0.73,,0.85,0.95,,0.45,,,,,0.58,0.86,0.83,0.79
HYH,MQJFF2M2A258,Oil and gas,0.87,0.34,,0.30,,0.17,,0.00,0.33,0.17,0.67,0.25,0.72,
HYIO,GU0ZIJG74363,Residential and commercial REITs,,0.68,,0.01,,0.23,0.28,,0.23,0.50,,,0.50,0.30
HYJ,GW3T5602WD48,Paper and forest products,0.14,0.99,,0.84,,0.18,,,0.24,,,,,0.93
HYP,DHRXCRD2UAS1,Water and related utilities,,,,0.42,,0.48,0.08,0.12,,0.89,,0.46,0.74,0.15
HYRY,JFGG8YL3RRO2,Telecommunications services,0.06,0.88,0.13,,,0.28,,0.38,0.31,,0.09,,,0.50
HYS,XN2ZUPRWX1D4,Office equipment,0.03,0.41,,,,,0.46,0.48,0.86,0.71,,,,
HYS,SU8L02UWUV82,Collective investments,0.14,0.16,,,0.90,0.51,0.05,,0.33,0.36,,,0.28,0.98
HYV,OTFS8EMH86J8,Personal and household,,0.21,0.38,,0.24,,,,0.28,,0.45,0.28,0.23,0.62
HYV,RMET017PW5W7,Metals and mining,,0.30,0.39,0.22,,0.11,,,,,0.51,,0.37,
HYZ,IW5VNH8X0JJ7,Real estate operations,0.78,,0.39,0.01,0.50,0.41,0.51,,0.71,0.40,,0.48,0.77,1.00
HYZO,DOQUDACNZM66,Construction and engineering,,0.83,,,,,0.49,0.87,,,0.13,0.43,,0.88
HZE,FSLHR46B9CU0,Diversified industries,0.11,,0.80,,0.48,0.88,,0.36,0.38,,1.00,0.66,,0.09
HZEP,OYC5PSW404J2,Software and IT services,,,0.28,0.80,,0.88,,0.79,0.51,,,,0.54,0.83
HZEY,IDZ5N3SGLSB4,Water and related utilities,0.30,0.76,0.79,0.39,0.91,,0.72,0.90,0.49,,0.46,,,
HZHY,PW103A6670W5,Electronic equipment and parts,0.99,0.68,,,0.38,,,,0.13,0.63,,,,0.78
HZI,UQHX6P725QW3,Investment holding companies,0.27,0.39,0.68,,,,,,,0.39,0.18,0.57,,0.32
HZJ,YAZG74X8BN27,Renewable energy,0.02,,0.67,0.16,0.49,0.67,0.04,,0.76,,,,0.99,
HZJB,BMZEDUKQDMP3,Food and drug retailing,,0.56,0.24,0.38,,0.66,,0.04,,,0.70,,0.73,
HZKI,FUUDOKYE09H7,Household goods,0.50,0.48,,0.33,0.25,0.31,0.46,,,0.09,0.44,0.22,,
HZN,LIX40O55PMP5,Natural gas utilities,,,,0.82,,,0.11,,,0.82,,,,0.55
HZNN,UXIK557E0QO1,Metals and mining,0.60,,,0.82,0.15,0.71,,0.15,,0.54,,0.03,0.08,0.46
HZO,CVK5LDO50LA0,Specialty retailers,0.66,,,,0.57,0.90,,0.59,,,,0.25,,
HZU,USOUXO3SDH02,Freight and logistics services,0.36,0.66,,,0.01,,,0.07,0.73,0.77,,1.00,0.98,
HZX,MY0D2XNV2NH2,Multiline utilities,0.52,0.30,,,0.84,,,,,0.69,,,,
HZY,HPS5WWJJKVG4,Aerospace and defense,,,,,,0.47,,0.69,,,,,0.15,0.52
HZYI,TDFCV9HZRQM5,Transport infrastructure,0.34,0.00,,0.39,,,0.78,,0.15,,0.22,0.98,,
